jurisdiction,date,deaths,cause
Louisiana,2015-02-14,231,heart
Louisiana,2015-02-14,939,all
Louisiana,2015-02-14,853,natural
Louisiana,2015-02-21,175,cancer
Louisiana,2015-02-21,250,heart
Louisiana,2015-02-21,952,all
Louisiana,2015-02-21,869,natural
Louisiana,2015-02-28,203,cancer
Louisiana,2015-02-28,215,heart
Louisiana,2015-02-28,922,all
Louisiana,2015-02-28,849,natural
Louisiana,2015-03-07,176,cancer
Louisiana,2015-03-07,211,heart
Louisiana,2015-03-07,903,all
Louisiana,2015-03-07,798,natural
Louisiana,2015-03-14,167,cancer
Louisiana,2015-03-14,211,heart
Louisiana,2015-03-14,837,all
Louisiana,2015-03-14,767,natural
Louisiana,2015-03-21,200,cancer
Louisiana,2015-03-21,220,heart
Louisiana,2015-03-21,892,all
Louisiana,2015-03-21,805,natural
Louisiana,2015-03-28,189,cancer
Louisiana,2015-03-28,206,heart
Louisiana,2015-03-28,861,all
Louisiana,2015-03-28,784,natural
Louisiana,2015-04-04,189,cancer
Louisiana,2015-04-04,215,heart
Louisiana,2015-04-04,874,all
Louisiana,2015-04-04,798,natural
Louisiana,2015-04-11,189,cancer
Louisiana,2015-04-11,202,heart
Louisiana,2015-04-11,847,all
Louisiana,2015-04-11,768,natural
Louisiana,2015-04-18,195,cancer
Louisiana,2015-04-18,205,heart
Louisiana,2015-04-18,863,all
Louisiana,2015-04-18,794,natural
Louisiana,2015-04-25,171,cancer
Louisiana,2015-04-25,206,heart
Louisiana,2015-04-25,814,all
Louisiana,2015-04-25,743,natural
Louisiana,2015-05-02,159,cancer
Louisiana,2015-05-02,211,heart
Louisiana,2015-05-02,794,all
Louisiana,2015-05-02,712,natural
Louisiana,2015-05-09,168,cancer
Louisiana,2015-05-09,208,heart
Louisiana,2015-05-09,825,all
Louisiana,2015-05-09,738,natural
Louisiana,2015-05-16,156,cancer
Louisiana,2015-05-16,193,heart
Louisiana,2015-05-16,807,all
Louisiana,2015-05-16,723,natural
Louisiana,2015-05-23,171,cancer
Louisiana,2015-05-23,184,heart
Louisiana,2015-05-23,788,all
Louisiana,2015-05-23,730,natural
Louisiana,2015-05-30,177,cancer
Louisiana,2015-05-30,196,heart
Louisiana,2015-05-30,793,all
Louisiana,2015-05-30,731,natural
Louisiana,2015-06-06,174,cancer
Louisiana,2015-06-06,204,heart
Louisiana,2015-06-06,815,all
Louisiana,2015-06-06,736,natural
Louisiana,2015-06-13,190,cancer
Louisiana,2015-06-13,179,heart
Louisiana,2015-06-13,823,all
Louisiana,2015-06-13,759,natural
Louisiana,2015-06-20,188,cancer
Louisiana,2015-06-20,202,heart
Louisiana,2015-06-20,787,all
Louisiana,2015-06-20,715,natural
Louisiana,2015-06-27,165,cancer
Louisiana,2015-06-27,199,heart
Louisiana,2015-06-27,789,all
Louisiana,2015-06-27,712,natural
Louisiana,2015-07-04,172,cancer
Louisiana,2015-07-04,216,heart
Louisiana,2015-07-04,838,all
Louisiana,2015-07-04,761,natural
Louisiana,2015-07-11,148,cancer
Louisiana,2015-07-11,181,heart
Louisiana,2015-07-11,770,all
Louisiana,2015-07-11,691,natural
Louisiana,2015-07-18,175,cancer
Louisiana,2015-07-18,199,heart
Louisiana,2015-07-18,844,all
Louisiana,2015-07-18,762,natural
Louisiana,2015-07-25,191,cancer
Louisiana,2015-07-25,196,heart
Louisiana,2015-07-25,846,all
Louisiana,2015-07-25,752,natural
Louisiana,2015-08-01,197,cancer
Louisiana,2015-08-01,173,heart
Louisiana,2015-08-01,792,all
Louisiana,2015-08-01,703,natural
Louisiana,2015-08-08,162,cancer
Louisiana,2015-08-08,184,heart
Louisiana,2015-08-08,774,all
Louisiana,2015-08-08,700,natural
Louisiana,2015-08-15,187,cancer
Louisiana,2015-08-15,199,heart
Louisiana,2015-08-15,781,all
Louisiana,2015-08-15,715,natural
Louisiana,2015-08-22,205,cancer
Louisiana,2015-08-22,169,heart
Louisiana,2015-08-22,741,all
Louisiana,2015-08-22,697,natural
Louisiana,2015-08-29,205,cancer
Louisiana,2015-08-29,182,heart
Louisiana,2015-08-29,836,all
Louisiana,2015-08-29,748,natural
Louisiana,2015-09-05,183,cancer
Louisiana,2015-09-05,192,heart
Louisiana,2015-09-05,808,all
Louisiana,2015-09-05,717,natural
Louisiana,2015-09-12,182,cancer
Louisiana,2015-09-12,190,heart
Louisiana,2015-09-12,802,all
Louisiana,2015-09-12,717,natural
Louisiana,2015-09-19,184,cancer
Louisiana,2015-09-19,201,heart
Louisiana,2015-09-19,811,all
Louisiana,2015-09-19,733,natural
Louisiana,2015-09-26,187,cancer
Louisiana,2015-09-26,220,heart
Louisiana,2015-09-26,863,all
Louisiana,2015-09-26,798,natural
Louisiana,2015-10-03,163,cancer
Louisiana,2015-10-03,178,heart
Louisiana,2015-10-03,748,all
Louisiana,2015-10-03,674,natural
Louisiana,2015-10-10,206,cancer
Louisiana,2015-10-10,186,heart
Louisiana,2015-10-10,827,all
Louisiana,2015-10-10,757,natural
Louisiana,2015-10-17,177,cancer
Louisiana,2015-10-17,183,heart
Louisiana,2015-10-17,807,all
Louisiana,2015-10-17,729,natural
Louisiana,2015-10-24,174,cancer
Louisiana,2015-10-24,202,heart
Louisiana,2015-10-24,829,all
Louisiana,2015-10-24,742,natural
Louisiana,2015-10-31,178,cancer
Louisiana,2015-10-31,199,heart
Louisiana,2015-10-31,787,all
Louisiana,2015-10-31,724,natural
Louisiana,2015-11-07,192,cancer
Louisiana,2015-11-07,179,heart
Louisiana,2015-11-07,801,all
Louisiana,2015-11-07,732,natural
Louisiana,2015-11-14,166,cancer
Louisiana,2015-11-14,197,heart
Louisiana,2015-11-14,785,all
Louisiana,2015-11-14,710,natural
Louisiana,2015-11-21,176,cancer
Louisiana,2015-11-21,192,heart
Louisiana,2015-11-21,816,all
Louisiana,2015-11-21,738,natural
Louisiana,2015-11-28,201,cancer
Louisiana,2015-11-28,207,heart
Louisiana,2015-11-28,855,all
Louisiana,2015-11-28,786,natural
Louisiana,2015-12-05,181,cancer
Louisiana,2015-12-05,206,heart
Louisiana,2015-12-05,844,all
Louisiana,2015-12-05,765,natural
Louisiana,2015-12-12,177,cancer
Louisiana,2015-12-12,210,heart
Louisiana,2015-12-12,870,all
Louisiana,2015-12-12,789,natural
Louisiana,2015-12-19,172,cancer
Louisiana,2015-12-19,208,heart
Louisiana,2015-12-19,850,all
Louisiana,2015-12-19,770,natural
Louisiana,2015-12-26,164,cancer
Louisiana,2015-12-26,208,heart
Louisiana,2015-12-26,860,all
Louisiana,2015-12-26,781,natural
Louisiana,2016-01-02,194,cancer
Louisiana,2016-01-02,194,heart
Louisiana,2016-01-02,843,all
Louisiana,2016-01-02,765,natural
Louisiana,2016-01-09,173,cancer
Louisiana,2016-01-09,229,heart
Louisiana,2016-01-09,879,all
Louisiana,2016-01-09,811,natural
Louisiana,2016-01-16,168,cancer
Louisiana,2016-01-16,207,heart
Louisiana,2016-01-16,831,all
Louisiana,2016-01-16,756,natural
Louisiana,2016-01-23,180,cancer
Louisiana,2016-01-23,204,heart
Louisiana,2016-01-23,882,all
Louisiana,2016-01-23,815,natural
Louisiana,2016-01-30,171,cancer
Louisiana,2016-01-30,234,heart
Louisiana,2016-01-30,913,all
Louisiana,2016-01-30,827,natural
Louisiana,2016-02-06,178,cancer
Louisiana,2016-02-06,222,heart
Louisiana,2016-02-06,883,all
Louisiana,2016-02-06,803,natural
Louisiana,2016-02-13,178,cancer
Louisiana,2016-02-13,224,heart
Louisiana,2016-02-13,902,all
Louisiana,2016-02-13,819,natural
Louisiana,2016-02-20,165,cancer
Louisiana,2016-02-20,219,heart
Louisiana,2016-02-20,874,all
Louisiana,2016-02-20,813,natural
Louisiana,2016-02-27,174,cancer
Louisiana,2016-02-27,230,heart
Louisiana,2016-02-27,862,all
Louisiana,2016-02-27,788,natural
Louisiana,2016-03-05,192,cancer
Louisiana,2016-03-05,226,heart
Louisiana,2016-03-05,892,all
Louisiana,2016-03-05,823,natural
Louisiana,2016-03-12,193,cancer
Louisiana,2016-03-12,223,heart
Louisiana,2016-03-12,929,all
Louisiana,2016-03-12,846,natural
Louisiana,2016-03-19,169,cancer
Louisiana,2016-03-19,213,heart
Louisiana,2016-03-19,818,all
Louisiana,2016-03-19,745,natural
Louisiana,2016-03-26,173,cancer
Louisiana,2016-03-26,219,heart
Louisiana,2016-03-26,878,all
Louisiana,2016-03-26,798,natural
Louisiana,2016-04-02,193,cancer
Louisiana,2016-04-02,215,heart
Louisiana,2016-04-02,876,all
Louisiana,2016-04-02,804,natural
Louisiana,2016-04-09,174,cancer
Louisiana,2016-04-09,230,heart
Louisiana,2016-04-09,861,all
Louisiana,2016-04-09,786,natural
Louisiana,2016-04-16,177,cancer
Louisiana,2016-04-16,225,heart
Louisiana,2016-04-16,874,all
Louisiana,2016-04-16,803,natural
Louisiana,2016-04-23,182,cancer
Louisiana,2016-04-23,235,heart
Louisiana,2016-04-23,863,all
Louisiana,2016-04-23,789,natural
Louisiana,2016-04-30,186,cancer
Louisiana,2016-04-30,234,heart
Louisiana,2016-04-30,870,all
Louisiana,2016-04-30,788,natural
Louisiana,2016-05-07,164,cancer
Louisiana,2016-05-07,197,heart
Louisiana,2016-05-07,819,all
Louisiana,2016-05-07,736,natural
Louisiana,2016-05-14,193,cancer
Louisiana,2016-05-14,211,heart
Louisiana,2016-05-14,863,all
Louisiana,2016-05-14,785,natural
Louisiana,2016-05-21,164,cancer
Louisiana,2016-05-21,213,heart
Louisiana,2016-05-21,855,all
Louisiana,2016-05-21,766,natural
Louisiana,2016-05-28,163,cancer
Louisiana,2016-05-28,187,heart
Louisiana,2016-05-28,820,all
Louisiana,2016-05-28,741,natural
Louisiana,2016-06-04,164,cancer
Louisiana,2016-06-04,211,heart
Louisiana,2016-06-04,771,all
Louisiana,2016-06-04,704,natural
Louisiana,2016-06-11,178,cancer
Louisiana,2016-06-11,204,heart
Louisiana,2016-06-11,842,all
Louisiana,2016-06-11,753,natural
Louisiana,2016-06-18,160,cancer
Louisiana,2016-06-18,214,heart
Louisiana,2016-06-18,833,all
Louisiana,2016-06-18,743,natural
Louisiana,2016-06-25,178,cancer
Louisiana,2016-06-25,200,heart
Louisiana,2016-06-25,791,all
Louisiana,2016-06-25,702,natural
Louisiana,2016-07-02,166,cancer
Louisiana,2016-07-02,192,heart
Louisiana,2016-07-02,808,all
Louisiana,2016-07-02,725,natural
Louisiana,2016-07-09,168,cancer
Louisiana,2016-07-09,190,heart
Louisiana,2016-07-09,820,all
Louisiana,2016-07-09,725,natural
Louisiana,2016-07-16,178,cancer
Louisiana,2016-07-16,178,heart
Louisiana,2016-07-16,794,all
Louisiana,2016-07-16,713,natural
Louisiana,2016-07-23,182,cancer
Louisiana,2016-07-23,182,heart
Louisiana,2016-07-23,836,all
Louisiana,2016-07-23,753,natural
Louisiana,2016-07-30,164,cancer
Louisiana,2016-07-30,187,heart
Louisiana,2016-07-30,812,all
Louisiana,2016-07-30,727,natural
Louisiana,2016-08-06,163,cancer
Louisiana,2016-08-06,207,heart
Louisiana,2016-08-06,808,all
Louisiana,2016-08-06,738,natural
Louisiana,2016-08-13,176,cancer
Louisiana,2016-08-13,186,heart
Louisiana,2016-08-13,814,all
Louisiana,2016-08-13,725,natural
Louisiana,2016-08-20,190,cancer
Louisiana,2016-08-20,210,heart
Louisiana,2016-08-20,873,all
Louisiana,2016-08-20,775,natural
Louisiana,2016-08-27,163,cancer
Louisiana,2016-08-27,203,heart
Louisiana,2016-08-27,822,all
Louisiana,2016-08-27,740,natural
Louisiana,2016-09-03,203,cancer
Louisiana,2016-09-03,186,heart
Louisiana,2016-09-03,814,all
Louisiana,2016-09-03,753,natural
Louisiana,2016-09-10,168,cancer
Louisiana,2016-09-10,206,heart
Louisiana,2016-09-10,805,all
Louisiana,2016-09-10,708,natural
Louisiana,2016-09-17,162,cancer
Louisiana,2016-09-17,215,heart
Louisiana,2016-09-17,877,all
Louisiana,2016-09-17,795,natural
Louisiana,2016-09-24,170,cancer
Louisiana,2016-09-24,201,heart
Louisiana,2016-09-24,832,all
Louisiana,2016-09-24,743,natural
Louisiana,2016-10-01,184,cancer
Louisiana,2016-10-01,185,heart
Louisiana,2016-10-01,843,all
Louisiana,2016-10-01,756,natural
Louisiana,2016-10-08,177,cancer
Louisiana,2016-10-08,240,heart
Louisiana,2016-10-08,901,all
Louisiana,2016-10-08,821,natural
Louisiana,2016-10-15,184,cancer
Louisiana,2016-10-15,207,heart
Louisiana,2016-10-15,848,all
Louisiana,2016-10-15,777,natural
Louisiana,2016-10-22,148,cancer
Louisiana,2016-10-22,220,heart
Louisiana,2016-10-22,814,all
Louisiana,2016-10-22,736,natural
Louisiana,2016-10-29,171,cancer
Louisiana,2016-10-29,208,heart
Louisiana,2016-10-29,856,all
Louisiana,2016-10-29,762,natural
Louisiana,2016-11-05,170,cancer
Louisiana,2016-11-05,208,heart
Louisiana,2016-11-05,812,all
Louisiana,2016-11-05,741,natural
Louisiana,2016-11-12,171,cancer
Louisiana,2016-11-12,204,heart
Louisiana,2016-11-12,822,all
Louisiana,2016-11-12,742,natural
Louisiana,2016-11-19,191,cancer
Louisiana,2016-11-19,223,heart
Louisiana,2016-11-19,882,all
Louisiana,2016-11-19,794,natural
Louisiana,2016-11-26,160,cancer
Louisiana,2016-11-26,205,heart
Louisiana,2016-11-26,824,all
Louisiana,2016-11-26,757,natural
Louisiana,2016-12-03,178,cancer
Louisiana,2016-12-03,245,heart
Louisiana,2016-12-03,894,all
Louisiana,2016-12-03,818,natural
Louisiana,2016-12-10,166,cancer
Louisiana,2016-12-10,191,heart
Louisiana,2016-12-10,833,all
Louisiana,2016-12-10,763,natural
Louisiana,2016-12-17,183,cancer
Louisiana,2016-12-17,237,heart
Louisiana,2016-12-17,862,all
Louisiana,2016-12-17,788,natural
Louisiana,2016-12-24,182,cancer
Louisiana,2016-12-24,202,heart
Louisiana,2016-12-24,907,all
Louisiana,2016-12-24,827,natural
Louisiana,2016-12-31,148,cancer
Louisiana,2016-12-31,203,heart
Louisiana,2016-12-31,839,all
Louisiana,2016-12-31,757,natural
Louisiana,2017-01-07,191,cancer
Louisiana,2017-01-07,218,heart
Louisiana,2017-01-07,907,all
Louisiana,2017-01-07,830,natural
Louisiana,2017-01-14,195,cancer
Louisiana,2017-01-14,237,heart
Louisiana,2017-01-14,938,all
Louisiana,2017-01-14,866,natural
Louisiana,2017-01-21,185,cancer
Louisiana,2017-01-21,216,heart
Louisiana,2017-01-21,897,all
Louisiana,2017-01-21,811,natural
Louisiana,2017-01-28,199,cancer
Louisiana,2017-01-28,236,heart
Louisiana,2017-01-28,875,all
Louisiana,2017-01-28,789,natural
Louisiana,2017-02-04,216,cancer
Louisiana,2017-02-04,220,heart
Louisiana,2017-02-04,935,all
Louisiana,2017-02-04,860,natural
Louisiana,2017-02-11,177,cancer
Louisiana,2017-02-11,228,heart
Louisiana,2017-02-11,917,all
Louisiana,2017-02-11,848,natural
Louisiana,2017-02-18,170,cancer
Louisiana,2017-02-18,204,heart
Louisiana,2017-02-18,871,all
Louisiana,2017-02-18,784,natural
Louisiana,2017-02-25,191,cancer
Louisiana,2017-02-25,222,heart
Louisiana,2017-02-25,962,all
Louisiana,2017-02-25,874,natural
Louisiana,2017-03-04,152,cancer
Louisiana,2017-03-04,266,heart
Louisiana,2017-03-04,935,all
Louisiana,2017-03-04,855,natural
Louisiana,2017-03-11,176,cancer
Louisiana,2017-03-11,214,heart
Louisiana,2017-03-11,911,all
Louisiana,2017-03-11,823,natural
Louisiana,2017-03-18,165,cancer
Louisiana,2017-03-18,237,heart
Louisiana,2017-03-18,916,all
Louisiana,2017-03-18,828,natural
Louisiana,2017-03-25,186,cancer
Louisiana,2017-03-25,223,heart
Louisiana,2017-03-25,939,all
Louisiana,2017-03-25,854,natural
Louisiana,2017-04-01,202,cancer
Louisiana,2017-04-01,218,heart
Louisiana,2017-04-01,928,all
Louisiana,2017-04-01,838,natural
Louisiana,2017-04-08,214,cancer
Louisiana,2017-04-08,214,heart
Louisiana,2017-04-08,945,all
Louisiana,2017-04-08,860,natural
Louisiana,2017-04-15,169,cancer
Louisiana,2017-04-15,197,heart
Louisiana,2017-04-15,844,all
Louisiana,2017-04-15,753,natural
Louisiana,2017-04-22,172,cancer
Louisiana,2017-04-22,204,heart
Louisiana,2017-04-22,835,all
Louisiana,2017-04-22,760,natural
Louisiana,2017-04-29,181,cancer
Louisiana,2017-04-29,243,heart
Louisiana,2017-04-29,886,all
Louisiana,2017-04-29,807,natural
Louisiana,2017-05-06,161,cancer
Louisiana,2017-05-06,202,heart
Louisiana,2017-05-06,836,all
Louisiana,2017-05-06,752,natural
Louisiana,2017-05-13,183,cancer
Louisiana,2017-05-13,214,heart
Louisiana,2017-05-13,878,all
Louisiana,2017-05-13,796,natural
Louisiana,2017-05-20,168,cancer
Louisiana,2017-05-20,233,heart
Louisiana,2017-05-20,865,all
Louisiana,2017-05-20,788,natural
Louisiana,2017-05-27,174,cancer
Louisiana,2017-05-27,208,heart
Louisiana,2017-05-27,829,all
Louisiana,2017-05-27,745,natural
Louisiana,2017-06-03,186,cancer
Louisiana,2017-06-03,194,heart
Louisiana,2017-06-03,874,all
Louisiana,2017-06-03,780,natural
Louisiana,2017-06-10,164,cancer
Louisiana,2017-06-10,213,heart
Louisiana,2017-06-10,848,all
Louisiana,2017-06-10,776,natural
Louisiana,2017-06-17,190,cancer
Louisiana,2017-06-17,190,heart
Louisiana,2017-06-17,800,all
Louisiana,2017-06-17,726,natural
Louisiana,2017-06-24,171,cancer
Louisiana,2017-06-24,193,heart
Louisiana,2017-06-24,808,all
Louisiana,2017-06-24,721,natural
Louisiana,2017-07-01,169,cancer
Louisiana,2017-07-01,203,heart
Louisiana,2017-07-01,820,all
Louisiana,2017-07-01,744,natural
Louisiana,2017-07-08,183,cancer
Louisiana,2017-07-08,198,heart
Louisiana,2017-07-08,805,all
Louisiana,2017-07-08,721,natural
Louisiana,2017-07-15,182,cancer
Louisiana,2017-07-15,186,heart
Louisiana,2017-07-15,803,all
Louisiana,2017-07-15,726,natural
Louisiana,2017-07-22,207,cancer
Louisiana,2017-07-22,224,heart
Louisiana,2017-07-22,847,all
Louisiana,2017-07-22,779,natural
Louisiana,2017-07-29,181,cancer
Louisiana,2017-07-29,188,heart
Louisiana,2017-07-29,827,all
Louisiana,2017-07-29,734,natural
Louisiana,2017-08-05,172,cancer
Louisiana,2017-08-05,200,heart
Louisiana,2017-08-05,838,all
Louisiana,2017-08-05,742,natural
Louisiana,2017-08-12,160,cancer
Louisiana,2017-08-12,185,heart
Louisiana,2017-08-12,829,all
Louisiana,2017-08-12,735,natural
Louisiana,2017-08-19,178,cancer
Louisiana,2017-08-19,204,heart
Louisiana,2017-08-19,847,all
Louisiana,2017-08-19,771,natural
Louisiana,2017-08-26,202,cancer
Louisiana,2017-08-26,198,heart
Louisiana,2017-08-26,834,all
Louisiana,2017-08-26,750,natural
Louisiana,2017-09-02,170,cancer
Louisiana,2017-09-02,200,heart
Louisiana,2017-09-02,789,all
Louisiana,2017-09-02,725,natural
Louisiana,2017-09-09,189,cancer
Louisiana,2017-09-09,210,heart
Louisiana,2017-09-09,829,all
Louisiana,2017-09-09,741,natural
Louisiana,2017-09-16,190,cancer
Louisiana,2017-09-16,227,heart
Louisiana,2017-09-16,917,all
Louisiana,2017-09-16,835,natural
Louisiana,2017-09-23,186,cancer
Louisiana,2017-09-23,206,heart
Louisiana,2017-09-23,841,all
Louisiana,2017-09-23,765,natural
Louisiana,2017-09-30,150,cancer
Louisiana,2017-09-30,203,heart
Louisiana,2017-09-30,781,all
Louisiana,2017-09-30,706,natural
Louisiana,2017-10-07,189,cancer
Louisiana,2017-10-07,203,heart
Louisiana,2017-10-07,839,all
Louisiana,2017-10-07,767,natural
Louisiana,2017-10-14,201,cancer
Louisiana,2017-10-14,218,heart
Louisiana,2017-10-14,857,all
Louisiana,2017-10-14,778,natural
Louisiana,2017-10-21,203,cancer
Louisiana,2017-10-21,231,heart
Louisiana,2017-10-21,895,all
Louisiana,2017-10-21,813,natural
Louisiana,2017-10-28,164,cancer
Louisiana,2017-10-28,214,heart
Louisiana,2017-10-28,828,all
Louisiana,2017-10-28,741,natural
Louisiana,2017-11-04,192,cancer
Louisiana,2017-11-04,230,heart
Louisiana,2017-11-04,895,all
Louisiana,2017-11-04,793,natural
Louisiana,2017-11-11,182,cancer
Louisiana,2017-11-11,214,heart
Louisiana,2017-11-11,924,all
Louisiana,2017-11-11,823,natural
Louisiana,2017-11-18,176,cancer
Louisiana,2017-11-18,213,heart
Louisiana,2017-11-18,883,all
Louisiana,2017-11-18,802,natural
Louisiana,2017-11-25,163,cancer
Louisiana,2017-11-25,202,heart
Louisiana,2017-11-25,890,all
Louisiana,2017-11-25,804,natural
Louisiana,2017-12-02,202,cancer
Louisiana,2017-12-02,224,heart
Louisiana,2017-12-02,957,all
Louisiana,2017-12-02,853,natural
Louisiana,2017-12-09,203,cancer
Louisiana,2017-12-09,218,heart
Louisiana,2017-12-09,962,all
Louisiana,2017-12-09,865,natural
Louisiana,2017-12-16,188,cancer
Louisiana,2017-12-16,229,heart
Louisiana,2017-12-16,953,all
Louisiana,2017-12-16,864,natural
Louisiana,2017-12-23,158,cancer
Louisiana,2017-12-23,254,heart
Louisiana,2017-12-23,1008,all
Louisiana,2017-12-23,928,natural
Louisiana,2017-12-30,201,cancer
Louisiana,2017-12-30,292,heart
Louisiana,2017-12-30,1091,all
Louisiana,2017-12-30,1006,natural
Louisiana,2018-01-06,186,cancer
Louisiana,2018-01-06,301,heart
Louisiana,2018-01-06,1149,all
Louisiana,2018-01-06,1048,natural
Louisiana,2018-01-13,189,cancer
Louisiana,2018-01-13,282,heart
Louisiana,2018-01-13,1126,all
Louisiana,2018-01-13,1057,natural
Louisiana,2018-01-20,177,cancer
Louisiana,2018-01-20,281,heart
Louisiana,2018-01-20,1151,all
Louisiana,2018-01-20,1065,natural
Louisiana,2018-01-27,166,cancer
Louisiana,2018-01-27,244,heart
Louisiana,2018-01-27,1024,all
Louisiana,2018-01-27,935,natural
Louisiana,2018-02-03,204,cancer
Louisiana,2018-02-03,243,heart
Louisiana,2018-02-03,1004,all
Louisiana,2018-02-03,924,natural
Louisiana,2018-02-10,199,cancer
Louisiana,2018-02-10,257,heart
Louisiana,2018-02-10,1038,all
Louisiana,2018-02-10,948,natural
Louisiana,2018-02-17,192,cancer
Louisiana,2018-02-17,248,heart
Louisiana,2018-02-17,978,all
Louisiana,2018-02-17,887,natural
Louisiana,2018-02-24,171,cancer
Louisiana,2018-02-24,219,heart
Louisiana,2018-02-24,884,all
Louisiana,2018-02-24,817,natural
Louisiana,2018-03-03,155,cancer
Louisiana,2018-03-03,182,heart
Louisiana,2018-03-03,792,all
Louisiana,2018-03-03,709,natural
Louisiana,2018-03-10,178,cancer
Louisiana,2018-03-10,239,heart
Louisiana,2018-03-10,834,all
Louisiana,2018-03-10,758,natural
Louisiana,2018-03-17,168,cancer
Louisiana,2018-03-17,211,heart
Louisiana,2018-03-17,888,all
Louisiana,2018-03-17,803,natural
Louisiana,2018-03-24,156,cancer
Louisiana,2018-03-24,218,heart
Louisiana,2018-03-24,867,all
Louisiana,2018-03-24,781,natural
Louisiana,2018-03-31,158,cancer
Louisiana,2018-03-31,213,heart
Louisiana,2018-03-31,834,all
Louisiana,2018-03-31,753,natural
Louisiana,2018-04-07,192,cancer
Louisiana,2018-04-07,198,heart
Louisiana,2018-04-07,886,all
Louisiana,2018-04-07,795,natural
Louisiana,2018-04-14,163,cancer
Louisiana,2018-04-14,222,heart
Louisiana,2018-04-14,832,all
Louisiana,2018-04-14,762,natural
Louisiana,2018-04-21,210,cancer
Louisiana,2018-04-21,197,heart
Louisiana,2018-04-21,867,all
Louisiana,2018-04-21,798,natural
Louisiana,2018-04-28,174,cancer
Louisiana,2018-04-28,231,heart
Louisiana,2018-04-28,907,all
Louisiana,2018-04-28,823,natural
Louisiana,2018-05-05,177,cancer
Louisiana,2018-05-05,196,heart
Louisiana,2018-05-05,846,all
Louisiana,2018-05-05,754,natural
Louisiana,2018-05-12,182,cancer
Louisiana,2018-05-12,236,heart
Louisiana,2018-05-12,891,all
Louisiana,2018-05-12,791,natural
Louisiana,2018-05-19,176,cancer
Louisiana,2018-05-19,220,heart
Louisiana,2018-05-19,877,all
